Human_Gene_Name,Zebrafish_Gene_Name 0,Zebrafish_Gene_Name 1,Zebrafish_Gene_Name 2,Zebrafish_Gene_Name 3,Zebrafish_Gene_Name 4,Zebrafish_Gene_Name 5,Zebrafish_Gene_Name 6,Zebrafish_Gene_Name 7,Zebrafish_Gene_Name 8,Zebrafish_Gene_Name 9,Zebrafish_Gene_Name 10,Zebrafish_Gene_Name 11,Zebrafish_Gene_Name 12,Zebrafish_Gene_Name 13,Zebrafish_Gene_Name 14,Zebrafish_Gene_Name 15,Zebrafish_Gene_Name 16,Zebrafish_Gene_Name 17,Zebrafish_Gene_Name 18,Zebrafish_Gene_Name 19,Zebrafish_Gene_Name 20,Zebrafish_Gene_Name 21,Zebrafish_Gene_Name 22,Zebrafish_Gene_Name 23,Zebrafish_Gene_Name 24,Zebrafish_Gene_Name 25,Zebrafish_Gene_Name 26,Zebrafish_Gene_Name 27,Zebrafish_Gene_Name 28,Zebrafish_Gene_Name 29,Zebrafish_Gene_Name 30,Zebrafish_Gene_Name 31,Zebrafish_Gene_Name 32,Zebrafish_Gene_Name 33,Zebrafish_Gene_Name 34,Zebrafish_Gene_Name 35,Zebrafish_Gene_Name 36,Zebrafish_Gene_Name 37,Zebrafish_Gene_Name 38,Zebrafish_Gene_Name 39,Zebrafish_Gene_Name 40,Zebrafish_Gene_Name 41,Zebrafish_Gene_Name 42,Zebrafish_Gene_Name 43,Zebrafish_Gene_Name 44
TMPRSS5,tmprss5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMPRSS7,CR352265.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMPRSS9,tmprss9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMTC1,tmtc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMTC2,tmtc2b,tmtc2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMTC3,tmtc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMTC4,tmtc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMUB1,tmub1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMUB2,tmub2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMX1,tmx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMX2,tmx2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMX3,tmx3b,tmx3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMX4,tmx4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,tnfb,tnfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP1,tnfaip1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP2,tnfaip2b,tnfaip2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP3,tnfaip3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP6,tnfaip6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP8L1,tnfaip8l1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP8L2,tnfaip8l2b,tnfaip8l2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP8L3,tnfaip8l3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10A,tnfrsfa,tnfrsf1b,tnfrsf11a,nradd,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10B,tnfrsfa,tnfrsf1b,tnfrsf11a,nradd,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10C,tnfrsfa,tnfrsf1b,tnfrsf11a,nradd,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10D,tnfrsfa,tnfrsf1b,tnfrsf11a,nradd,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF11A,tnfrsfa,tnfrsf1b,tnfrsf11a,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF14,tnfrsfa,tnfrsf1b,tnfrsf11a,nradd,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF18,tnfrsfa,tnfrsf1b,tnfrsf11a,nradd,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF19,tnfrsf19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF1A,si:ch211-112c15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF1B,tnfrsf1b,tnfrsf11a,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF21,tnfrsf21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF25,tnfrsfa,tnfrsf1b,tnfrsf11a,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF4,tnfrsfa,tnfrsf1b,tnfrsf11a,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF8,tnfrsfa,tnfrsf1b,tnfrsf11a,hdr,cd40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFSF10,tnfsf10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFSF11,tnfsf11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFSF13B,tnfsf13b,tnfsf13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFSF14,tnfsf14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNIK,tnika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNIP1,tnip1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNIP2,tnip2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNK2,tnk2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNKS,tnksb,tnksa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNKS1BP1,si:dkey-9i23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNMD,tnmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNC1,tnnc1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNC2,TNNC2,tnnc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNI1,tnni1b,tnni1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNI2,tnni2b.2,tnni2b.1,tnni2a.4,tnni2a.3,tnni2a.2,tnni2a.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNI3K,tnni3k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNT1,tnnt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNT2,tnnt2e,tnnt2d,tnnt2c,tnnt2b,tnnt2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNNT3,tnnt3b,tnnt3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNPO1,tnpo1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNPO2,TNPO2,LO017722.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNPO3,tnpo3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNR,tnr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC18,tnrc18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC6A,tnrc6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC6B,tnrc6b,si:dkey-46g23.1,si:dkey-217f16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC6C,tnrc6c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNS1,tns1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNXB,tnxba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOB1,tob1b,tob1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOE1,toe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOLLIP,tollip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOM1L2,TOM1L2,tom1l2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMM20,tomm20b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMM22,tomm22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMM40,tomm40l,tomm40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMM5,tomm5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMM6,tomm6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMM70,tomm70a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMT,tomt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TONSL,tonsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP1,top1l,top1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP2A,top2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP2B,top2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP3A,top3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP3B,top3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOPAZ1,topaz1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOPBP1,topbp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOPORS,toporsb,toporsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR1A,tor1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR1AIP1,zgc:112962,si:dkeyp-82a1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR1AIP2,zgc:112962,si:dkeyp-82a1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR1B,tor1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR2A,tor2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR3A,tor3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR4A,tor4ab,tor4aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX,tox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX2,tox2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX3,tox3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX4,tox4b,tox4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,tp53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53BP1,tp53bp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53BP2,tp53bp2b,tp53bp2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53I11,tp53i11b,tp53i11a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53I13,si:dkey-54n8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53I3,TP53I3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53INP1,tp53inp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53INP2,tp53inp2,LO017835.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53RK,tp53rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP63,tp63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP73,tp73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPBG,tpbgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPCN1,tpcn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPCN2,tpcn2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPD52,tpd52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPD52L1,tpd52l1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPD52L2,tpd52l2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPGS1,TPGS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPGS2,tpgs2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPH1,tph1b,tph1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPH2,tph2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPI1,tpi1b,tpi1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPK1,tpk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPM1,tpma,tpm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPM2,tpm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPM3,tpm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPM4,tpm4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPMT,tpmt.2,tpmt.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPP1,tpp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPP2,tpp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPPP,TPPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPPP2,tppp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPPP3,tppp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR,tprb,tpra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRA1,tpra1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRG1,tprg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRG1L,tprg1l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRKB,tprkb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPRN,tprn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPSAB1,zgc:92313,zgc:165423,zgc:163079,zgc:153968,zgc:123295,zgc:112038,si:dkeyp-93a5.2,si:dkey-9p24.5,si:dkey-32n7.9,si:dkey-32n7.7,si:dkey-16l2.17,prss60.3,prss60.2,prss60.1,gzmk,gzma,CU571315.3,CU571315.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPSB2,zgc:92313,zgc:165423,zgc:163079,zgc:153968,zgc:123295,zgc:112038,si:dkeyp-93a5.2,si:dkey-9p24.5,si:dkey-32n7.9,si:dkey-32n7.7,si:dkey-16l2.17,prss60.3,prss60.2,prss60.1,gzmk,gzma,CU571315.3,CU571315.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPSD1,zgc:92313,zgc:165423,zgc:163079,zgc:153968,zgc:123295,zgc:112038,si:dkeyp-93a5.2,si:dkey-9p24.5,si:dkey-32n7.9,si:dkey-32n7.7,si:dkey-16l2.17,prss60.3,prss60.2,prss60.1,gzmk,gzma,CU571315.3,CU571315.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPSG1,zgc:92313,zgc:165423,zgc:163079,zgc:153968,zgc:123295,zgc:112038,si:dkeyp-93a5.2,si:dkey-9p24.5,si:dkey-32n7.9,si:dkey-32n7.7,si:dkey-16l2.17,prss60.3,prss60.2,prss60.1,gzmk,gzma,CU571315.3,CU571315.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPST1,tpst1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPST2,tpst2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPT1,tpt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPTE,tpte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPTE2,tpte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPX2,tpx2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA2A,tra2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA2B,tra2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRABD,trabd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAC,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU179759.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRADD,tradd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF1,traf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF2,unm_sa808,traf2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF3IP1,traf3ip1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF4,traf4b,traf4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF6,traf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF7,traf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAFD1,trafd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIP,traip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAK1,trak1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAK2,trak2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAM1,tram1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAM1L1,tram1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAM2,tram2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAP1,trap1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC1,trappc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC10,trappc10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC11,trappc11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC12,trappc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC13,trappc13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC14,map11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC2L,trappc2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC3,trappc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC4,trappc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC5,trappc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC6A,trappc6bl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC6B,trappc6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC8,trappc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPPC9,trappc9,TRAPPC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRARG1,trarg1b,trarg1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAV10,tradv41.0,tradv31.0,tradv30.0.6,tradv30.0.1,tradv29.0,tradv27.0,tradv22.0,tradv18.0,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU571384.1,CU179759.1,BX901889.5,BX901889.4,BX901889.3,BX901889.2,BX901889.1,,,,,,,,,,,,,,,
TRAV1-1,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU179759.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAV1-2,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU179759.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAV13-1,tradv41.0,tradv31.0,tradv30.0.6,tradv30.0.1,tradv29.0,tradv27.0,tradv22.0,tradv18.0,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU571384.1,CU179759.1,BX901889.5,BX901889.4,BX901889.3,BX901889.2,BX901889.1,,,,,,,,,,,,,,,
TRAV13-2,tradv41.0,tradv31.0,tradv30.0.6,tradv30.0.1,tradv29.0,tradv27.0,tradv22.0,tradv18.0,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU571384.1,CU179759.1,BX901889.5,BX901889.4,BX901889.3,BX901889.2,BX901889.1,,,,,,,,,,,,,,,
TRAV17,tradv41.0,tradv31.0,tradv30.0.6,tradv30.0.1,tradv29.0,tradv27.0,tradv22.0,tradv18.0,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU571384.1,CU179759.1,BX901889.5,BX901889.4,BX901889.3,BX901889.2,BX901889.1,,,,,,,,,,,,,,,
TRAV20,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU179759.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAV21,tradv41.0,tradv31.0,tradv30.0.6,tradv30.0.1,tradv29.0,tradv27.0,tradv22.0,tradv18.0,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU571384.1,CU179759.1,BX901889.5,BX901889.4,BX901889.3,BX901889.2,BX901889.1,,,,,,,,,,,,,,,
TRAV24,tradv41.0,tradv31.0,tradv30.0.6,tradv30.0.1,tradv29.0,tradv27.0,tradv22.0,tradv18.0,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU571384.1,CU179759.1,BX901889.5,BX901889.4,BX901889.3,BX901889.2,BX901889.1,,,,,,,,,,,,,,,
TRAV26-1,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU179759.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAV26-2,tradv41.0,tradv31.0,tradv30.0.6,tradv30.0.1,tradv29.0,tradv27.0,tradv22.0,tradv18.0,nitr9,nitr5,nitr4a,nitr3b,nitr3a,nitr2b,nitr2a,nitr1m,nitr1k,nitr1i,nitr1f,nitr1b,nitr13,nitr12,CU672228.1,CU571384.1,CU179759.1,BX901889.5,BX901889.4,BX901889.3,BX901889.2,BX901889.1,,,,,,,,,,,,,,,
