Gene Synonym,Gene name
UOXP,UOX
HUPF1,UPF1
KIAA0221,UPF1
NORF1,UPF1
pNORF1,UPF1
RENT1,UPF1
smg-2,UPF1
TSPAN21,UPK1A
MGC138598,UPK2
UP2,UPK2
UPII,UPK2
FLJ32198,UPK3B
MGC10902,UPK3B
p35,UPK3B
UPIIIb,UPK3B
UPK3BL,UPK3BL1
UPLP,UPK3BL1
UDRPASE,UPP1
UP,UPP1
UPASE,UPP1
UPP,UPP1
UDRPASE2,UPP2
UP2,UPP2
UPASE2,UPP2
C11orf83,UQCC3
UNQ655,UQCC3
QCR10,UQCR11
UQCR,UQCR11
D3S3191,UQCRC1
QCR1,UQCRC1
UQCR1,UQCRC1
QCR8,UQCRQ
QP-C,UQCRQ
UQCR7,UQCRQ
URAH,URAHP
KIAA0133,URB2
NET10,URB2
NPA2,URB2
DKFZp666G166,URGCP
DKFZp686O0457,URGCP
FLJ20654,URGCP
KIAA1507,URGCP
URG4,URGCP
FLJ31300,UROC1
HMFN0320,UROC1
C16orf57,USB1
FLJ13154,USB1
HVSL1,USB1
Mpn1,USB1
D12,USE1
MDS032,USE1
p31,USE1
SLT1,USE1
bHLHb11,USF1
MLTFI,USF1
UEF,USF1
bHLHb12,USF2
FIP,USF2
KIAA2018,USF3
AIE-75,USH1C
DFNB18,USH1C
harmonin,USH1C
NY-CO-37,USH1C
NY-CO-38,USH1C
PDZ-73,USH1C
PDZ73,USH1C
PDZD7C,USH1C
ANKS4A,USH1G
FLJ33924,USH1G
Sans,USH1G
RP39,USH2A
USH2,USH2A
p115,USO1
TAP,USO1
VDP,USO1
UBP41,USP2
gLINC,USP2-AS1
THY1-AS1,USP2-AS1
UNP,USP4
Unph,USP4
IsoT,USP5
HRP1,USP6
Tre-2,USP6
TRE17,USP6
Tre2,USP6
TRESMCR,USP6
KIAA0019,USP6NL
RN-tre,USP6NL
RNTRE,USP6NL
TRE2NL,USP6NL
USP6NL-IT1,USP6NL
HAUSP,USP7
DFFRX,USP9X
FAF,USP9X
MRX99,USP9X
IsoT-3,USP13
USP17L1P,USP17L1
DUB3,USP17L2
USP17B,USP17L3
USP17F,USP17L3
KIAA0891,USP19
ZMYND9,USP19
KIAA1003,USP20
USP16,USP21
USP23,USP21
KIAA1057,USP24
KIAA1515,USP28
KIAA1203,USP31
TL132,USP32P2
KIAA1097,USP33
VDU1,USP33
KIAA1372,USP35
FLJ12851,USP36
KIAA1453,USP36
KIAA1594,USP37
HP43.8KD,USP38
KIAA1891,USP38
CGI-21,USP39
SAD1,USP39
SNRNP65,USP39
FLJ10785,USP40
FLJ12697,USP42
FLJ12552,USP46
FLJ11328,USP48
FLJ20103,USP48
FLJ23054,USP48
FLJ23277,USP48
MGC14879,USP48
USP31,USP48
MGC20741,USP49
KIAA1350,USP53
bA137L10.3,USP54
bA137L10.4,USP54
C10orf29,USP54
FLJ37318,USP54
C1orf107,UTP25
DEF,UTP25
DIEXF,UTP25
MGC29875,UTP25
DMDL,UTRN
DRP,UTRN
DRP1,UTRN
PRO1068,UTS2
U-II,UTS2
UCN2,UTS2
UII,UTS2
U2B,UTS2B
URP,UTS2B
UTS2D,UTS2B
GPR14,UTS2R
LOC100506113,UVRAG-DT
KIAA1530,UVSSA
FLJ23591,UXS1
SDR6E1,UXS1
UGD,UXS1
SYB1,VAMP1
VAMP-1,VAMP1
CEB,VAMP3
EDB,VAMP8
VAMP-8,VAMP8
TCONS_00008138,VAMP9P
KIAA1215,VANGL2
LPP1,VANGL2
LTAP,VANGL2
MGC119403,VANGL2
MGC119404,VANGL2
STB1,VANGL2
STBM,VANGL2
STBM1,VANGL2
FLJ12505,VASH2
FLJ20230,VAT1
VATI,VAT1
DRES93,VAX2
MGC111064,VDAC1
PORIN,VDAC1
VDAC4,VDAC1P4
VDAC4P,VDAC1P4
VDAC3P,VDAC3P1
NR1I1,VDR
PPP1R163,VDR
VEGF,VEGFA
VEGF-A,VEGFA
VPF,VEGFA
VEGFL,VEGFB
VRF,VEGFB
HPX42,VENTXP7
VENTX1,VENTXP7
DKFZP761C241,VEZT
SCG7,VGF
SgVII,VGF
KIAA0121,VGLL4
VHL1,VHL
VHLP,VHLL
VLP,VHLL
D2S1471,VIL1
VIL,VIL1
C14orf133,VIPAS39
hSPE-39,VIPAS39
SPE-39,VIPAS39
SPE39,VIPAS39
VIPAR,VIPAS39
VPS16B,VIPAS39
HVR1,VIPR1
RDC1,VIPR1
VPAC1,VIPR1
VPAC1R,VIPR1
DKFZP434I116,VIRMA
fSAP121,VIRMA
KIAA1429,VIRMA
lincRNA-VLDLR,VLDLR-AS1
V1RL1,VN1R1
VNR19I1,VN1R1
ZVNH1,VN1R1
ZVNR1,VN1R1
V1RL2,VN1R2
FKSG46,VN1R3
V1RL3,VN1R3
V1RL4,VN1R4
V1RL5,VN1R5
b24o18.2,VN1R10P
hs6V1-1p,VN1R10P
VNR6I1P,VN1R10P
dJ86C11.7,VN1R11P
hs6V1-2p,VN1R11P
VNR6I2P,VN1R11P
Tiff66,VNN1
FOAP-4,VNN2
GPI-80,VNN2
HSA238982,VNN3P
VNN3,VNN3P
PEP5,VPS11
RNF108,VPS11
TCONS_00019777,VPS11-DT
OLC8,VPS13B-DT
KIAA1475,VPS18
PEP3,VPS18
DERP9,VPS25
EAP20,VPS25
MGC10540,VPS25
MGC10485,VPS26B
Pep8b,VPS26B
DC15,VPS29
DC7,VPS29
PEP11,VPS29
FLJ14848,VPS33B
C16orf62,VPS35L
MGC16824,VPS35L
FLJ12750,VPS37B
FLJ20847,VPS37C
MGC35352,VPS37D
WBSCR24,VPS37D
KIAA0770,VPS39
VAM6,VPS39
h-vps45,VPS45
H1,VPS45
VPS45A,VPS45
VPS45B,VPS45
ANG2,VPS51
ANG3,VPS51
C11orf2,VPS51
C11orf3,VPS51
FFR,VPS51
FLJ10979,VPS53
HCCS1,VPS53
HCC8,VPS54
PPP1R164,VPS54
Swc2,VPS72
TCFL1,VPS72
YL-1,VPS72
YL1,VPS72
C14orf115,VRTN
FLJ10811,VRTN
vertnin,VRTN
CTH,VSIG2
CTXL,VSIG2
UNQ3033,VSTM1
MGC33530,VSTM2A
VSTM2,VSTM2A
C10orf72,VSTM4
FLJ31737,VSTM4
CHX10,VSX2
HOX10,VSX2
RET1,VSX2
B7-H4,VTCN1
B7H4,VTCN1
B7S1,VTCN1
B7x,VTCN1
FLJ22418,VTCN1
MVti1,VTI1A
Vti1-rp2,VTI1A
hvg-1,VTRNA1-1
HVG1,VTRNA1-1
VAULTRC1,VTRNA1-1
VR1,VTRNA1-1
vRNA,VTRNA1-1
hvg-2,VTRNA1-2
HVG2,VTRNA1-2
VAULTRC2,VTRNA1-2
VR2,VTRNA1-2
hvg-3,VTRNA1-3
HVG3,VTRNA1-3
VAULTRC3,VTRNA1-3
VR3,VTRNA1-3
FLJ22215,VWA1
VWA-1,VWA1
WARP,VWA1
AMACO,VWA2
CCSP-2,VWA2
FLJ16213,VWA2
FLJ45857,VWA2
NET42,VWA2
FLJ40941,VWA3A
FLJ46765,VWA3A
FLJ32784,VWA5B1
DKFZp761K032,VWA5B2
LOC90113,VWA5B2
FLJ32009,VWCE
URG11,VWCE
VWC1,VWCE
FLJ14712,VWDE
F8VWF,VWF
C8orf46,VXN
MGC33510,VXN
BM-016,WAC
FLJ31290,WAC
MGC10753,WAC
PRO1741,WAC
Wwp4,WAC
lnc-TNFAIP3,WAKMAR2
IFI53,WARS1
IFP53,WARS1
WARS,WARS1
mtTrpRS,WARS2
SCAR2,WASF2
WAVE2,WASF2
FAM39B,WASH2P
MGC52000,WASH2P
FAM39B,WASH2P
MGC52000,WASH2P
FAM39DP,WASH3P
FLJ25222,WASH3P
FAM39F,WASH7P
FAM39E,WASHC1
FLJ00038,WASHC1
WASH1,WASHC1
Em:AC012044.3,WASHC2C
FAM21C,WASHC2C
KIAA0592,WASHC2C
KIAA1033,WASHC4
SWIP,WASHC4
KIAA0196-AS1,WASHC5-AS1
N-WASP,WASL
NWASP,WASL
WASPB,WASL
WBP-1,WBP1
BUG13,WBP11
NPWBP,WBP11
PPP1R165,WBP11
SIPP1,WBP11
C2orf44,WDCP
FLJ21945,WDCP
MMAP,WDCP
FENS-1,WDFY1
KIAA1435,WDFY1
WDF1,WDFY1
ZFYVE17,WDFY1
ALFY,WDFY3
KIAA0993,WDFY3
ZFYVE25,WDFY3
C4orf12,WDFY3-AS2
FBI4,WDFY3-AS2
NCRNA00247,WDFY3-AS2
C10orf64,WDFY4
Em:AC060234.3,WDFY4
FLJ45748,WDFY4
KIAA1607,WDFY4
AIP1,WDR1
FLJ11287,WDR5B
Trm734,WDR6
WDR11-AS1,WDR11-DT
FLJ10881,WDR12
YTM1,WDR12
C16orf21,WDR24
DKFZp434F054,WDR24
JFP7,WDR24
FLJ21016,WDR26
GID7,WDR26
FLJ11294,WDR33
NET14,WDR33
WDC146,WDR33
FAP118,WDR35
IFT121,WDR35
IFTA1,WDR35
KIAA1336,WDR35
MGC33196,WDR35
GLC1G,WDR36
TA-WDRP,WDR36
UTP21,WDR36
KIAA0982,WDR37
FLJ10904,WDR41
KIAA0007,WDR43
NET12,WDR43
UTP5,WDR43
JM5,WDR45
NBIA5,WDR45
WDRX1,WDR45
WIPI4,WDR45
WDR45L,WDR45B
WIPI3,WDR45B
WDR45LP1,WDR45BP1
KIAA0893,WDR47
FLJ33620,WDR49
FLJ12953,WDR54
FLJ20195,WDR55
FLJ21702,WDR55
REC14,WDR61
SKI8,WDR61
C19orf14,WDR62
DKFZP434J046,WDR62
FLJ33298,WDR62
MCPH2,WDR62
FLJ32978,WDR64
FLJ14888,WDR73
HSPC264,WDR73
FLJ10439,WDR74
Nsa1,WDR74
MEP50,WDR77
p44,WDR77
MST107,WDR82
MSTP107,WDR82
PRO2730,WDR82
PRO34047,WDR82
SWD2,WDR82
TMEM113,WDR82
WDR82A,WDR82
PQWD,WDR88
C14orf150,WDR89
MGC9907,WDR89
C16orf15,WDR90
C16orf16,WDR90
C16orf17,WDR90
C16orf18,WDR90
C16orf19,WDR90
FLJ36483,WDR90
KIAA1924,WDR90
POC16,WDR90
HSPC049,WDR91
SORF-1,WDR91
FLJ36175,WDSUB1
UBOX6,WDSUB1
WDSAM1,WDSUB1
ADP,WDTC1
DCAF9,WDTC1
KIAA1037,WDTC1
WEE1A,WEE1
lnc-DC,WFDC21P
LNCDC,WFDC21P
LOC645638,WFDC21P
DFNA14,WFS1
DFNA38,WFS1
DFNA6,WFS1
DIDMOAD,WFS1
WFS,WFS1
KIAA1971,WHAMM
WHAMM1,WHAMM
WHDC1,WHAMM
WHAMML2,WHAMMP2
WHDC1L2,WHAMMP2
WHAMML1,WHAMMP3
WHDC1L1,WHAMMP3
CIP98,WHRN
DFNB31,WHRN
PDZD7B,WHRN
USH2D,WHRN
HsT36289,WHSC1L2P
NSD4P,WHSC1L2P
WHSC1L1P,WHSC1L2P
WASPIP,WIPF1
WIP,WIPF1
CR16,WIPF3
FLJ36931,WIPF3
ZNF803,WIZ
C1orf139,WLS
EVI,WLS
FLJ23091,WLS
GPR177,WLS
mig-14,WLS
MRP,WLS
HSAN2,WNK1
HSN2,WNK1
PPP1R167,WNK1
PRKWNK1,WNK1
KIAA1760,WNK2
NY-CO-43,WNK2
PRKWNK2,WNK2
SDCCAG43,WNK2
INT1,WNT1
INT1L1,WNT2
IRP,WNT2
WNT13,WNT2B
XWNT2,WNT2B
INT4,WNT3
MGC131950,WNT3
MGC138321,WNT3
MGC138323,WNT3
WNT-4,WNT4
hWNT5A,WNT5A
WNT8D,WNT8A
WNT14,WNT9A
WNT14B,WNT9B
WNT15,WNT9B
SHFM6,WNT10B
WNT-12,WNT10B
FLJ10385,WRAP53
TCAB1,WRAP53
WDR79,WRAP53
WDR8,WRAP73
MGC10210,WSB2
SBA2,WSB2
KIAA0523,WSCD1
lncTCF7,WSPAR
TCONS_00009511-XLOC_004555,WSPAR
WIT-1,WT1-AS
WIT1,WT1-AS
WT1-AS1,WT1-AS
WT1AS,WT1-AS
FOR,WWOX
SDR41C1,WWOX
WOX1,WWOX
RP11-190D6.2,WWOX-AS1
AIP2,WWP2
DKFZp586I1419,WWTR1
TAZ,WWTR1
CCXCR1,XCR1
GPR5,XCR1
CMYA1,XIRP1
DKFZp451D042,XIRP1
Xin,XIRP1
CMYA3,XIRP2
FLJ10307,XKR8
XKR2,XKRX
XPLAC,XKRX
CRM-1,XPO1
CRM1,XPO1
emb,XPO1
XPO3,XPOT
SLC53A1,XPR1
SYG1,XPR1
X3,XPR1
FANCU,XRCC2
SEP1,XRN1
FLJ00225,XRRA1
C3orf21,XXYLT1
FLJ35155,XXYLT1
PXYLT2,XYLT2
XT-II,XYLT2
C7orf36,YAE1
CIAB2,YAE1
GK003,YAE1
YAE1D1,YAE1
tyrRS,YARS1
YARS,YARS1
YRS,YARS1
YTS,YARS1
CGI-04,YARS2
FLJ13995,YARS2
mt-TyrRS,YARS2
BP-8,YBX1
CSDA2,YBX1
CSDB,YBX1
DBPB,YBX1
MDR-NF1,YBX1
NSEP-1,YBX1
NSEP1,YBX1
YB-1,YBX1
YB1,YBX1
Contrin,YBX2
CSDA3,YBX2
MSY2,YBX2
FinGER8,YIF1B
FinGER4,YIPF4
MGC11061,YIPF4
FinGER9,YIPF7
FLJ39576,YIPF7
CCDC130,YJU2B
MGC10471,YJU2B
YME1L,YME1L1
DKFZp451J1719,YOD1
DUBA8,YOD1
OTUD2,YOD1
FKSG4,YPEL2
FLJ30213,YPEL4
KIAA1966,YTHDC1
YT521,YTHDC1
YT521-B,YTHDC1
DKFZp564A186,YTHDC2
FLJ10053,YTHDC2
FLJ2194,YTHDC2
CAHL,YTHDF2
HGRG8,YTHDF2
NY-REN-2,YTHDF2
YTHDF3-AS1,YTHDF3-DT
FLJ45465,YWHAE
LOC284100,YWHAEP7
14-3-3ÃŽÂ³,YWHAG
14-3-3GAMMA,YWHAG
PPP1R170,YWHAG
14-3-3,YWHAQ
HS1,YWHAQ
DELTA,YY1
INO80S,YY1
NF-E1,YY1
UCRBP,YY1
YIN-YANG-1,YY1
HCCA2,YY1AP1
YAP,YY1AP1
YY1AP,YY1AP1
SRK,ZAP70
STD,ZAP70
ZAP-70,ZAP70
Z3CXXC6,ZAR1
MGC15435,ZBED3
lnc13728,ZBED3-AS1
Buster1,ZBED5
C7orf29,ZBED10P
ZBED6CL,ZBED10P
FLJ23392,ZBTB3
DKFZp547O146,ZBTB7A
FBI-1,ZBTB7A
LRF,ZBTB7A
pokemon,ZBTB7A
ZBTB7,ZBTB7A
ZNF857A,ZBTB7A
c-Krox,ZBTB7B
hcKrox,ZBTB7B
ZBTB15,ZBTB7B
ZFP67,ZBTB7B
ZNF857B,ZBTB7B
BOZF1,ZBTB8A
FLJ90065,ZBTB8A
ZBTB8,ZBTB8A
ZNF916A,ZBTB8A
ARCH,ZBTB8OS
ZNF-U69274,ZBTB11
ZNF913,ZBTB11
PLZF,ZBTB16
ZNF145,ZBTB16
MIZ1,ZBTB17
pHZ-67,ZBTB17
ZNF151,ZBTB17
ZNF60,ZBTB17
C2H2-171,ZBTB18
RP58,ZBTB18
TAZ-1,ZBTB18
ZNF238,ZBTB18
DKFZp566F123,ZBTB20
DPZF,ZBTB20
ODA-8S,ZBTB20
ZNF288,ZBTB20
BIF1,ZBTB24
KIAA0441,ZBTB24
PATZ2,ZBTB24
ZNF450,ZBTB24
C14orf51,ZBTB25
KUP,ZBTB25
ZNF46,ZBTB25
FAXF,ZBTB32
FAZF,ZBTB32
Rog,ZBTB32
TZFP,ZBTB32
ZNF538,ZBTB32
kaiso,ZBTB33
WUGSC:H_DJ525N14.1,ZBTB33
ZNF-kaiso,ZBTB33
ZNF348,ZBTB33
KIAA1993,ZBTB34
MGC24652,ZBTB34
ZNF918,ZBTB34
MGC2629,ZBTB37
ZNF908,ZBTB37
CIBZ,ZBTB38
FLJ35036,ZBTB38
PPP1R171,ZBTB38
ZNF921,ZBTB38
KIAA0352,ZBTB39
ZNF922,ZBTB39
DKFZp686C06120,ZBTB41
FLJ36199,ZBTB41
FRBZ1,ZBTB41
ZNF924,ZBTB41
FLJ22470,ZBTB43
KIAA0414,ZBTB43
ZBTB22B,ZBTB43
ZNF-X,ZBTB43
ZNF297B,ZBTB43
BTBD15,ZBTB44
HSPC063,ZBTB44
ZNF851,ZBTB44
FLJ14486,ZBTB45
ZNF499,ZBTB45
DKFZp434N0615,ZBTB47
KIAA1190,ZBTB47
ZNF651,ZBTB47
HKR3,ZBTB48
TZAP,ZBTB48
ZNF855,ZBTB48
FLJ38559,ZBTB49
ZNF509,ZBTB49
C8orf70,ZC2HC1A
CGI-62,ZC2HC1A
FAM164A,ZC2HC1A
C19orf7,ZC3H4
KIAA1064,ZC3H4
FLJ41410,ZC3H6
FLJ45877,ZC3H6
KIAA2035,ZC3H6
ZC3HDC6,ZC3H6
Fliz1,ZC3H8
ZC3HDC8,ZC3H8
FLJ14451,ZC3H10
ZC3HDC10,ZC3H10
KIAA0663,ZC3H11A
ZC3HDC11A,ZC3H11A
ZC3HDC11B,ZC3H11B
FLJ23231,ZC3H12A
MCPIP1,ZC3H12A
Regnase-1,ZC3H12A
LINC01137,ZC3H12A-DT
LOC728431,ZC3H12A-DT
C6orf95,ZC3H12D
dJ281H8.1,ZC3H12D
MCPIP4,ZC3H12D
LEREPO4,ZC3H15
NHN1,ZC3H18
ARTD13,ZC3HAV1
FLB6421,ZC3HAV1
FLJ13288,ZC3HAV1
MGC48898,ZC3HAV1
PARP13,ZC3HAV1
ZAP,ZC3HAV1
ZC3H2,ZC3HAV1
ZC3HDC2,ZC3HAV1
C7orf39,ZC3HAV1L
MGC14289,ZC3HAV1L
HCA127,ZC4H2
KIAA1166,ZC4H2
MCS,ZC4H2
MRXS4,ZC4H2
WWS,ZC4H2
FLJ23024,ZCCHC4
HSPC052,ZCCHC4
ZGRF4,ZCCHC4
DKFZp434E2220,ZCCHC8
DKFZp761J139,ZCCHC9
PPP1R41,ZCCHC9
FLJ16123,ZCCHC12
PNMA7A,ZCCHC12
SIZN,ZCCHC12
SIZN1,ZCCHC12
HSPC251,ZCCHC17
pNO40,ZCCHC17
PS1D,ZCCHC17
MADP-1,ZCRB1
MADP1,ZCRB1
RBM36,ZCRB1
SNRNP31,ZCRB1
ZCCHC19,ZCRB1
DKFZp434N0510,ZCWPW1
FLJ10057,ZCWPW1
ZCW1,ZCWPW1
FLJ45338,ZDBF2
KIAA1571,ZDBF2
DHHC3,ZDHHC3
GODZ,ZDHHC3
ZNF373,ZDHHC3
FLJ10479,ZDHHC4
ZNF374,ZDHHC4
DHHC5,ZDHHC5
KIAA1748,ZDHHC5
ZNF375,ZDHHC5
DHHC7,ZDHHC7
FLJ10792,ZDHHC7
FLJ20279,ZDHHC7
SERZ-B,ZDHHC7
SERZ1,ZDHHC7
ZNF370,ZDHHC7
FLJ13153,ZDHHC11
ZNF399,ZDHHC11
HIP14,ZDHHC17
HYPH,ZDHHC17
KIAA0946,ZDHHC17
DKFZp667O2416,ZDHHC18
MGC42530,ZDHHC23
KIAA0569,ZEB2
SIP-1,ZEB2
SIP1,ZEB2
ZFHX1B,ZEB2
ZEB2-AS,ZEB2-AS1
ZEB2AS,ZEB2-AS1
ZEB2NAT,ZEB2-AS1
FLJ14007,ZFAND1
AIRAPL,ZFAND2B
CCDC131,ZFC3H1
CSRC2,ZFC3H1
KIAA0546,ZFC3H1
MGC23401,ZFC3H1
PSRC2,ZFC3H1
FLJ30726,ZFP3
ZNF752,ZFP3
KIAA0961,ZFP30
ZNF745,ZFP30
Berg36,ZFP36L1
BRF1,ZFP36L1
cMG1,ZFP36L1
ERF1,ZFP36L1
RNF162B,ZFP36L1
TIS11B,ZFP36L1
BRF2,ZFP36L2
ERF2,ZFP36L2
RNF162C,ZFP36L2
TIS11D,ZFP36L2
FLJ00028,ZFP41
FLJ38705,ZFP41
ZNF753,ZFP41
FLJ16030,ZFP69
ZFP69A,ZFP69
ZKSCAN23A,ZFP69
ZNF642,ZFP69
ZSCAN54A,ZFP69
FLJ34293,ZFP69B
ZKSCAN23B,ZFP69B
ZNF643,ZFP69B
ZSCAN54B,ZFP69B
D11S750,ZFPL1
MCG4,ZFPL1
FOG,ZFPM1
FOG1,ZFPM1
ZC2HC11A,ZFPM1
ZNF89A,ZFPM1
C11orf95,ZFTA
MGC3032,ZFTA
DFCP1,ZFYVE1
KIAA1589,ZFYVE1
PPP1R172,ZFYVE1
TAFF1,ZFYVE1
ZNFN2A1,ZFYVE1
MADHIP,ZFYVE9
PPP1R173,ZFYVE9
SARA,ZFYVE9
SMADIP,ZFYVE9
KIAA1643,ZFYVE28
lst-2,ZFYVE28
hZG16,ZG16
JCLN,ZG16
JCLN1,ZG16
ZG16A,ZG16
HRPE773,ZG16B
JCLN2,ZG16B
PRO1567,ZG16B
C4orf21,ZGRF1
FLJ11331,ZGRF1
ZNF656,ZIM2
FLJ23199,ZKSCAN2
ZNF694,ZKSCAN2
ZSCAN34,ZKSCAN2
CTD-2547G23.4,ZKSCAN2-DT
ZF47,ZKSCAN3
Zfp47,ZKSCAN3
ZNF306,ZKSCAN3
ZNF309,ZKSCAN3
ZSCAN35,ZKSCAN3
FLJ32136,ZKSCAN4
P1P373C6,ZKSCAN4
p373c6.1,ZKSCAN4
ZNF307,ZKSCAN4
ZNF427,ZKSCAN4
ZSCAN36,ZKSCAN4
ZFP95,ZKSCAN5
ZNF914,ZKSCAN5
ZSCAN37,ZKSCAN5
FLJ12738,ZKSCAN7
ZNF167,ZKSCAN7
ZNF448,ZKSCAN7
ZNF64,ZKSCAN7
ZSCAN39,ZKSCAN7
RP11-944L7.4,ZKSCAN7-AS1
dJ265C24.4,ZKSCAN8P1
ZNF192P1,ZKSCAN8P1
ZNF389,ZKSCAN8P1
ZNF389P,ZKSCAN8P1
ZNF192P2,ZKSCAN8P2
FLJ12296,ZMAT3
MGC10613,ZMAT3
PAG608,ZMAT3
WIG-1,ZMAT3
WIG1,ZMAT3
FLJ13541,ZMIZ1
hZIMP10,ZMIZ1
KIAA1224,ZMIZ1
MIZ,ZMIZ1
RAI17,ZMIZ1
RP11-519K18.1,ZMIZ1
Zimp10,ZMIZ1
DKFZp761I2123,ZMIZ2
hZIMP7,ZMIZ2
KIAA1886,ZMIZ2
NET27,ZMIZ2
ZIMP7,ZMIZ2
FACE-1,ZMPSTE24
HGPS,ZMPSTE24
PRO1,ZMPSTE24
STE24,ZMPSTE24
Ste24p,ZMPSTE24
FLJ23151,ZMYM1
MYM,ZMYM1
BRAM1,ZMYND11
BS69,ZMYND11
DKFZp434N2435,ZMYND12
A1-5,ZNF2
Zfp661,ZNF2
ZNF661,ZNF2
A8-51,ZNF3
FLJ20216,ZNF3
HF.12,ZNF3
KOX25,ZNF3
PP838,ZNF3
Zfp113,ZNF3
HF.18,ZNF8
Zfp128,ZNF8
GIOT-3,ZNF12
KOX3,ZNF12
ZNF325,ZNF12
GIOT-4,ZNF14
KOX6,ZNF14
KOX12,ZNF19
MGC51021,ZNF19
KOX13,ZNF20
KOX16,ZNF23
Zfp612,ZNF23
ZNF359,ZNF23
ZNF612,ZNF23
FLJ20755,ZNF26
KOX20,ZNF26
KOX26,ZNF29P
ZNF29,ZNF29P
KOX30,ZNF32
Zfp637,ZNF32
ZNF637,ZNF32
bA402L1.8,ZNF32-AS1
ZNF32OS1,ZNF32-AS1
b402L1.7,ZNF32-AS2
ZNF32OS2,ZNF32-AS2
bA402L1.3,ZNF32-AS3
C10orf44,ZNF32-AS3
HF.10,ZNF35
HF10,ZNF35
Zfp105,ZNF35
KOX21,ZNF37A
ZNF37,ZNF37A
FLJ23327,ZNF37BP
KOX21,ZNF37BP
ZNF37B,ZNF37BP
KOX7,ZNF44
ZNF504,ZNF44
ZNF55,ZNF44
ZNF58,ZNF44
DKFZp762K013,ZNF48
FLJ31751,ZNF48
MGC43952,ZNF48
ZNF553,ZNF48
ZNF56,ZNF56P
ZNF742,ZNF56P
ZNF424,ZNF57
Cos5,ZNF69
ZNF75B,ZNF75BP
ZNF75C,ZNF75CP
FLJ11015,ZNF83
HPF1,ZNF83
ZNF816B,ZNF83
HPF2,ZNF84
HPF12,ZNF92
TF12,ZNF92
FLJ12488,ZNF93
HPF34,ZNF93
TF34,ZNF93
ZNF505,ZNF93
C19orf9,ZNF99
MGC24986,ZNF99
DKFZp570I0164,ZNF101
HZF12,ZNF101
smap-7,ZNF107
ZFD25,ZNF107
ZNF588,ZNF107
ZFP112,ZNF112
ZNF228,ZNF112
MGC17986,ZNF114
AC008392.1,ZNF114-AS1
H-plk,ZNF117
HPF9,ZNF117
HZF-1,ZNF123P
ZNF123,ZNF123P
HZF-16,ZNF124
HZF16,ZNF124
pHZ-10,ZNF131
ZBTB35,ZNF131
pHZ-12,ZNF132
pHZ-17,ZNF135
ZNF61,ZNF135
ZNF78L1,ZNF135
pHZ-20,ZNF136
pHZ-30,ZNF137P
ZNF137,ZNF137P
pHZ-32,ZNF138
pHZ-39,ZNF140
KIAA0236,ZNF142
pHZ-49,ZNF142
OZF,ZNF146
BERF-1,ZNF148
BFCOL1,ZNF148
HT-BETA,ZNF148
pHZ-52,ZNF148
ZBP-89,ZNF148
ZFP148,ZNF148
pHZ-92,ZNF154
F11,ZNF160
FLJ00032,ZNF160
HKr18,ZNF160
HZF5,ZNF160
KIAA1611,ZNF160
KR18,ZNF160
CT53,ZNF165
ZSCAN7,ZNF165
HHZ168,ZNF180
HHZ181,ZNF181
MGC44316,ZNF181
D3S1363E,ZNF197
P18,ZNF197
ZKSCAN9,ZNF197
ZNF166,ZNF197
ZSCAN41,ZNF197
ZKSCAN10,ZNF202
ZSCAN42,ZNF202
b24o18.1,ZNF204P
ZNF184-Lp,ZNF204P
ZNF204,ZNF204P
ZNF315P,ZNF204P
BuGZ,ZNF207
PMIDP,ZNF208
ZNF95,ZNF208
BMZF-2,ZNF224
KOX22,ZNF224
ZNF255,ZNF224
ZNF27,ZNF224
ZSCAN11,ZNF232
FLJ38032,ZNF233
HZF4,ZNF234
ZNF269,ZNF234
HOK-2,ZNF239
MOK2,ZNF239
ZNF252,ZNF252P
ZNF252,ZNF252P
BMZF-1,ZNF253
FLJ90391,ZNF253
ZNF411,ZNF253
FPM315,ZNF263
ZKSCAN12,ZNF263
ZSCAN44,ZNF263
HZF1,ZNF266
HZF2,ZNF267
HZF3,ZNF268
HZF9,ZNF273
CENP-Z,ZNF276
CENPZ,ZNF276
MGC45417,ZNF276
ZADT,ZNF276
ZFP276,ZNF276
ZNF477,ZNF276
FLJ20086,ZNF280D
SUHW4,ZNF280D
ZNF634,ZNF280D
ZBP-99,ZNF281
DKFZp781F1775,ZNF284
ZNF806,ZNF285CP
KIAA1874,ZNF286A
ZNF286,ZNF286A
ZNF286C,ZNF286B
ZNF286L,ZNF286B
ZNF590,ZNF286B
ZNF286C,ZNF286B
ZNF286L,ZNF286B
ZNF590,ZNF286B
bA393I2.3,ZNF292
KIAA0530,ZNF292
ZFP292,ZNF292
Zn-15,ZNF292
Zn-16,ZNF292
ZNF342,ZNF296
ZNF135L,ZNF302
ZNF140L,ZNF302
ZNF327,ZNF302
ENST00000305834,ZNF316
MZF-3,ZNF316
KIAA1388,ZNF319
Zfp319,ZNF319
DKFZp686G16228,ZNF320
ZFPL,ZNF320
MGC35402,ZNF321P
ZNF321,ZNF321P
ZF5128,ZNF324
ZNF324A,ZNF324
FLJ45850,ZNF324B
FLJ12586,ZNF329
HZF10,ZNF345
JAZ,ZNF346
Zfp346,ZNF346
ZNF1111,ZNF347
ZBRK1,ZNF350
ZFQR,ZNF350
HCCAT3,ZNF350-AS1
uc002pyc,ZNF350-AS1
EZNF,ZNF354A
